1 7.68285 7.68285 0
2 7.5042 7.59352 0.0631632
3 7.53635 7.57446 0.0448919
4 7.56033 7.57093 0.0338076
5 7.49023 7.55479 0.0306581
6 7.60945 7.5639 0.0268678
7 7.44712 7.54722 0.027729
8 7.71203 7.56782 0.0309846
9 7.5318 7.56382 0.0277991
10 7.57864 7.5653 0.0250587
11 7.63385 7.57153 0.0235428
12 7.77966 7.58888 0.02723
13 7.66153 7.59446 0.0257025
14 7.55216 7.59144 0.0240436
15 7.6214 7.59344 0.0225234
16 7.61303 7.59466 0.021149
17 7.62724 7.59658 0.0199915
18 7.61679 7.5977 0.0189124
19 7.58193 7.59687 0.0179352
20 7.55085 7.59457 0.0171854
21 7.61894 7.59573 0.0164062
22 7.55412 7.59384 0.0157691
23 7.59367 7.59383 0.0150835
24 7.66905 7.59697 0.014777
25 7.59125 7.59674 0.0141877
26 7.67542 7.59977 0.013961
27 7.63894 7.60122 0.0135191
28 7.49217 7.59732 0.0135857
29 7.59877 7.59737 0.0131173
30 7.65776 7.59938 0.0128336
31 7.66809 7.6016 0.0126095
32 7.56509 7.60046 0.012267
33 7.62858 7.60131 0.0119248
34 7.51547 7.59879 0.0118383
35 7.54731 7.59732 0.0115911
36 7.57109 7.59659 0.011292
37 7.60307 7.59676 0.0109882
38 7.50029 7.59422 0.0109883
39 7.64687 7.59557 0.0107892
40 7.64779 7.59688 0.0105981
41 7.64546 7.59806 0.0104057
42 7.64075 7.59908 0.0102074
43 7.59272 7.59893 0.00997113
44 7.57495 7.59839 0.0097594
45 7.58792 7.59816 0.0095453
46 7.69012 7.60015 0.00954485
47 7.49913 7.598 0.00958075
48 7.57669 7.59756 0.00939143
49 7.52851 7.59615 0.00930489
50 7.67003 7.59763 0.00923536
