1 -0.0116805 -0.0116805 0
2 -0.0123497 -0.0120151 0.000236621
3 -0.0111847 -0.0117383 0.000275622
4 -0.0118279 -0.0117607 0.000207625
5 -0.0129394 -0.0119964 0.000268416
6 -0.0135525 -0.0122558 0.000325708
7 -0.0121432 -0.0122397 0.000279576
8 -0.0085371 -0.0117769 0.000497266
9 -0.0118381 -0.0117837 0.000442061
10 -0.0157467 -0.01218 0.000547393
11 -0.0113929 -0.0121084 0.000502285
12 -0.0115085 -0.0120584 0.000462909
13 -0.0116223 -0.0120249 0.000428514
14 -0.00912966 -0.0118181 0.000445019
15 -0.0126086 -0.0118708 0.000418459
16 -0.010527 -0.0117868 0.000400645
17 -0.0127728 -0.0118448 0.000381252
18 -0.0105587 -0.0117734 0.000366705
19 -0.00758377 -0.0115528 0.000408354
20 -0.0085749 -0.0114039 0.000414194
21 -0.0110769 -0.0113884 0.000394763
22 -0.0111882 -0.0113793 0.000376924
23 -0.00897634 -0.0112748 0.000374736
24 -0.0130217 -0.0113476 0.000366123
25 -0.0111327 -0.011339 0.000351579
26 -0.0103597 -0.0113013 0.000340068
27 -0.0113238 -0.0113022 0.000327474
28 -0.00835509 -0.0111969 0.000332263
29 -0.0132638 -0.0112682 0.000328361
30 -0.0128215 -0.01132 0.000321472
31 -0.0138096 -0.0114003 0.000320977
32 -0.00679294 -0.0112563 0.000341716
33 -0.0102064 -0.0112245 0.000332839
34 -0.0104318 -0.0112012 0.000323865
35 -0.0100965 -0.0111696 0.000316145
36 -0.0137813 -0.0112421 0.000315578
37 -0.0107295 -0.0112283 0.000307353
38 -0.0126016 -0.0112644 0.000301381
39 -0.0123795 -0.011293 0.000295007
40 -0.0123363 -0.0113191 0.000288782
41 -0.0127807 -0.0113548 0.000283931
42 -0.0138795 -0.0114149 0.000283463
43 -0.00887034 -0.0113557 0.00028298
44 -0.0130033 -0.0113931 0.000279015
45 -0.0110468 -0.0113854 0.000272921
46 -0.0118074 -0.0113946 0.000267142
47 -0.0110162 -0.0113866 0.000261579
48 -0.0126609 -0.0114131 0.000257473
49 -0.0091804 -0.0113675 0.000256219
50 -0.0112038 -0.0113643 0.000251116
