0 0 0 0 0 0 0 0 0 0 0 0 0 0.00119736 0.157252 1.0542 2.01338 2.24211 2.05926 1.78664 1.61117 1.47047 1.32587 1.26347 1.201 1.16758 1.11268 1.06153 1.09988 1.0671 1.05894 1.06494 1.07307 1.0442 1.02967 1.03155 1.02226 1.03537 1.02854 1.02134 1.01185 1.02864 1.00546 1.00263 1.02361 1.01993 0.998138 1.01016 0.997984 1.00115 0.991341 1.00026 0.998952 0.988845 0.994455 0.988321 0.985789 0.981877 1.01022 0.99696 0.995947 0.999639 0.987747 0.986201 0.989916 0.996915 0.973873 0.985816 0.986114 0.988314 0.983909 0.985683 0.986591 0.988156 0.993688 0.987991 0.983072 0.993742 0.983589 0.986566 0.992309 0.983851 0.979198 0.974657 0.98123 0.981288 0.988011 0.986245 0.977476 0.987657 0.987582 0.985463 0.991254 0.982051 0.986349 0.99163 0.981653 0.984941 0.980176 0.990035 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00179605 0.157252 1.02967 1.92119 2.30305 2.16927 1.88336 1.62363 1.48936 1.36748 1.24905 1.21682 1.15919 1.13538 1.108 1.07516 1.09231 1.05929 1.06054 1.07524 1.05461 1.03709 1.04471 1.03283 1.04329 1.02633 1.02868 1.0398 1.01451 0.997002 1.02132 1.00454 0.99235 1.00379 0.994484 0.997287 1.0269 0.998061 0.998818 0.995586 1.00105 1.00419 0.995656 0.993825 0.997361 0.998577 0.991318 0.99717 0.995541 0.988753 0.999033 0.996974 0.978189 1.0033 0.994393 0.989045 1.00397 0.991684 0.992644 0.988004 0.986903 0.988712 0.981844 0.988854 0.971152 0.984032 0.980158 0.99337 0.98441 0.986271 0.989969 0.981291 0.985932 0.992373 0.983493 0.977002 0.983746 0.990501 0.985828 0.9781 0.984061 0.997827 0.981205 0.985017 0.981542 0.984767 0.983915 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.144278 1.08009 2.04745 2.36754 2.08126 1.82711 1.64207 1.45394 1.3235 1.22948 1.18718 1.15684 1.06233 1.08188 1.06629 1.06547 1.05131 1.05427 1.05539 1.03204 1.05617 1.05363 1.0266 1.03173 1.00681 1.02203 1.01871 1.01406 1.00486 1.02553 0.977532 1.00537 1.00919 1.00643 0.992693 0.996515 0.99438 0.984249 0.984933 0.99754 0.99508 0.984103 0.978232 0.989041 0.988179 0.979879 0.984943 0.990403 0.995684 0.977186 0.990677 0.980199 0.995224 0.98239 0.991511 0.996246 0.989664 0.989271 0.982646 0.984357 1.00024 0.9869 0.986467 0.987636 0.993332 0.989519 0.99182 0.992315 0.988917 0.992802 0.994729 0.983379 0.990126 0.992261 0.978271 0.991146 0.985663 0.982451 0.983254 0.988981 0.984699 0.99394 0.99246 0.992038 0.984362 0.98364 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00119736 0.142202 1.05284 2.04504 2.18759 2.01207 1.83572 1.60182 1.43482 1.30086 1.25339 1.20591 1.15566 1.10149 1.08462 1.07046 1.08591 1.03266 1.05713 1.03721 1.03515 1.04727 1.02505 1.02398 1.0308 1.02898 1.02252 1.02143 1.01438 0.98697 1.00517 1.00702 0.994196 1.01338 0.984905 1.00545 0.989878 0.997504 0.994538 0.979586 0.993154 0.968473 0.996932 0.983669 0.985872 0.995611 0.993045 0.975281 0.994819 0.982941 0.98344 0.983435 0.98516 0.97449 0.988571 0.976273 0.992653 0.983909 0.969584 0.99847 0.987995 0.983933 0.993641 0.989712 0.990198 0.988797 0.983025 0.988856 0.980104 0.988869 0.986305 0.977943 0.983528 0.999259 0.990051 0.988152 0.983337 0.981305 0.990561 0.992185 0.981152 0.984345 0.985586 0.983891 0.986044 0.985532 0.990829 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00119736 0.154138 1.05693 2.13483 2.30055 2.08286 1.83285 1.61766 1.44237 1.35196 1.2862 1.19464 1.12578 1.11564 1.11594 1.07825 1.06522 1.05401 1.07209 1.05612 1.03379 1.07222 1.02185 1.04913 1.06107 1.03185 1.00748 1.01651 1.01432 1.01247 0.99957 0.998534 1.00321 1.00026 1.02753 0.996823 0.995134 1.00671 0.980051 1.00066 0.99796 0.998792 0.989207 0.996423 0.990197 0.983012 0.98213 0.987567 0.982553 0.989424 0.984522 0.988158 0.983659 0.994582 0.991542 0.976227 0.986122 0.974532 0.987221 0.982542 0.983125 0.987374 1.00471 0.980797 0.986364 0.992464 0.989174 0.981562 0.991164 0.971709 0.981749 0.99346 0.986619 0.988551 0.981697 0.990717 0.995888 0.991807 0.990561 0.98601 0.981327 0.980201 0.980822 0.986001 0.977512 0.985464 0.98203 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00179605 0.140126 1.03558 2.04184 2.28844 2.09466 1.82309 1.60857 1.42844 1.40823 1.23501 1.17791 1.16338 1.16273 1.08 1.08295 1.06973 1.05319 1.0766 1.05653 1.0585 1.04351 1.04177 1.05716 1.02777 1.01602 1.02008 1.02044 1.02281 1.01042 1.00903 1.00807 1.00796 1.00965 1.01253 1.01297 0.999545 0.999174 0.999847 1.0022 0.990714 0.98909 0.993707 0.994132 1.01169 0.990157 0.98583 0.992279 0.988441 0.989955 0.995865 0.993957 0.989206 0.988732 0.990871 0.982159 0.988788 0.980439 0.988096 0.985262 0.978336 0.987001 0.985444 0.989619 0.979748 0.987593 0.990521 0.993387 0.976505 0.986528 0.976457 0.989577 0.9842 0.98591 0.994371 0.986006 0.987943 0.983651 0.984941 0.986457 0.991553 0.980311 0.990086 0.979308 0.983885 0.982427 0.980905 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.000598682 0.142202 1.0969 2.09835 2.23819 1.95914 1.75564 1.58883 1.45536 1.3263 1.21999 1.18482 1.1231 1.09932 1.08087 1.0757 1.05054 1.08663 1.06439 1.06242 1.04935 1.05892 1.03952 1.03102 1.02063 1.00468 1.03015 1.01937 1.01508 0.991865 1.00955 1.00609 1.01065 0.989304 1.01824 0.989445 0.999545 0.993352 1.00442 0.990477 0.983963 0.994786 0.990057 0.98661 1.0038 1.00993 0.997423 0.99216 0.989278 0.986602 0.998275 0.978371 0.99086 0.98656 1.00129 0.997373 0.990528 0.981296 0.981947 0.988564 0.985247 0.985034 0.995804 0.992361 0.996396 0.98986 0.990227 0.982387 0.990819 0.990168 0.975721 0.984808 0.980273 0.990797 0.989224 0.989657 0.986935 0.98545 0.989778 0.994315 0.99159 0.994014 0.986244 0.978874 0.995264 0.986094 0.994577 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.152581 1.04421 2.06989 2.28523 2.12686 1.80558 1.58234 1.43293 1.36274 1.24371 1.19227 1.15533 1.09232 1.08202 1.03485 1.04603 1.05343 1.05944 1.04299 1.04313 1.06497 1.02418 1.0257 1.04197 1.01771 1.04533 1.00919 0.99391 0.990657 1.00407 0.997927 1.01054 0.998037 1.02143 0.993668 0.988898 1.00016 0.998818 0.998834 1.01371 0.994088 0.985769 0.999774 0.993465 0.977813 0.99289 0.999705 0.986767 0.992917 0.995784 0.998784 0.987883 0.985597 0.992764 0.983997 0.994551 0.984634 0.986068 0.990516 0.990642 0.995556 0.982687 0.994226 0.993324 0.989453 0.992542 0.990473 0.991082 0.98656 0.988481 0.992008 0.990427 0.989762 0.993858 0.989197 0.987535 0.982971 0.98545 0.988983 0.984748 0.982413 0.98324 0.992789 0.981611 0.979625 0.985867 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.152062 1.08009 2.0226 2.323 2.10709 1.87131 1.60312 1.47071 1.34527 1.22375 1.20082 1.15331 1.12061 1.07308 1.08309 1.06998 1.05073 1.05097 1.06511 1.06229 1.05635 1.03189 1.04544 1.00774 1.01749 1.01294 1.01997 1.0069 0.996277 1.00776 0.990706 0.987605 1.00571 1.00145 1.00736 0.987472 0.979099 0.998324 1.00319 0.99037 1.00328 0.993034 0.987601 0.996866 0.998833 0.989252 0.98542 0.986247 0.98663 0.991155 0.985193 0.988646 0.990658 0.984235 0.990673 0.986393 0.982877 0.979534 0.986861 0.984681 0.980786 0.981729 0.984005 0.974405 0.983873 0.988172 0.98328 0.99054 0.988067 0.981655 0.98386 0.980542 0.98184 0.998791 0.979985 0.986485 0.98669 0.991617 0.981086 0.991228 0.989356 0.978775 0.985896 0.988857 0.987467 0.989594 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00239473 0.137012 1.09599 1.98572 2.28095 2.14759 1.79755 1.62441 1.45016 1.34053 1.27395 1.20191 1.14274 1.14548 1.07048 1.06642 1.08403 1.04897 1.03546 1.04175 1.06939 1.04177 1.06385 1.03397 1.0325 0.99886 1.01322 1.01072 1.02763 1.01241 1.00747 1.00553 1.01218 0.984508 1.00411 0.993065 0.993976 1.00234 1.00145 0.979032 0.992964 0.996991 1.00512 0.991431 0.983891 0.983235 0.989283 0.987478 0.998427 0.986825 0.993835 0.980785 0.991343 0.989399 0.989314 0.9863 0.982189 0.986413 0.985214 0.993943 0.991975 0.984503 0.999596 0.984266 0.977949 0.990569 0.987067 0.991399 0.992528 0.991964 0.98654 0.993048 0.986544 0.990112 0.976621 0.993783 0.98823 0.989382 0.987718 0.991432 0.984598 0.980079 0.984927 0.99688 0.989948 0.986691 0.984401 
