-86.300568	  32.377716
-134.420212	  58.301598
-112.096962	  33.448143
-92.288986     34.746613
-121.493629	  38.576668
-104.984856	  39.739227
-72.682198	  41.764046
-75.519722	  39.157307
-84.281296     30.438118
-84.388229	  33.749027
-157.857376    21.307442
-116.199722	  43.617775
-89.654961     39.798363
-86.162643     39.768623
-93.603729	  41.591087
-95.677956	  39.048191
-84.875374	  38.186722
-91.187393     30.457069
-69.781693	  44.307167
-76.490936	  38.978764
-71.063698	  42.358162
-84.555328	  42.733635
-93.102211	  44.955097
-90.182106	  32.303848
-92.172935     38.579201
-112.018417	  46.585709
-96.699654	  40.808075
-119.766121    39.163914
-71.537994	  43.206898
-74.769913	  40.220596
-105.939728	  35.68224 
-78.639099	  35.78043 
-100.783318	  46.82085 
-73.757874	  42.652843
-82.999069	  39.961346
-97.503342     35.492207
-123.030403	  44.938461
-76.883598	  40.264378
-71.414963	  41.830914
-81.033211	  34.000343
-100.346405	  44.367031
-86.784241	  36.16581 
-97.740349	  30.27467 
-111.888237    40.777477
-72.580536	  44.262436
-77.43364	  37.538857
-122.905014	  47.035805
-81.612328	  38.336246
-89.384445	  43.074684
-104.820236	  41.140259
